Company Name,Digital Maturity Score,Headquaters,Primary Category,Secondary Category,Peak Sales Month,Avg Revenue/Business,Locations Count,Business Type,Annual Revenue,Tech Spend/month,Business Age,Business Model,Revenue Seasonality,Remote-Only Business,Technologies - CMS,Technologies - Analytics and Tracking,Google My Business - Listed,Google My Business - Claimed,Google Reviews,Google Reviews Count,Google Rating,Nextdoor,Nextdoor_Recommendation,Nextdoor_Neighborhood Favorite,Employee Size,Review(s),Ratings,Open Positions,Security Score,Malware,Sensitive Information Security,Caching Enabled,File Compression,Server Response Time,Website CMS,Data Usage,Toll-Free Number,Technologies - Video Calling Platform,Technologies - Email Platform,Technologies - Help Desk,Technologies - Contact Center,Website Page Count,Mobile Friendly,SEO Score,Trust Flow,Local Presence,Domain Age,Social Score,Facebook Business Page,Facebook Likes,Facebook Check-ins,X (Formerly Twitter) Business Account,X (Formerly Twitter) Followers,Posts,YouTube Channel,LinkedIn Company Page,Pinterest Business Account,Pinterest Followers,Pinterest Following,Pinterest Pins,Pinterest Boards,Pinterest Domain Verified,Pinterest Verified Merchant,Instagram Business Account,Instagram Posts,Instagram Followers,Instagram Following,HomeAdvisor - Business Since,HomeAdvisor - Is Claimed,HomeAdvisor - Services Offered,HomeAdvisor - Ratings,HomeAdvisor - Total Reviews Count,Thumbtack - Category,Thumbtack - Years in Business,Thumbtack - Estimated Cost,Thumbtack - Rating,Thumbtack - Review count,Thumbtack - No of Times Hired,Thumbtack - Remote Service,Thumbtack - Discounts,Uber Eats,Uber Eats - Review count,Uber Eats - Rating,Android App,iOS App,Advertising Score,Google Ads Presence,Google AdWords Cost,Google Ads Traffic,Display Ads,Facebook Ads,HomeAdvisor - Advertising,ThumbTack - Advertising,Del-Return Policy,Reservation,Online Ordering,Reviews,Product Count,Average Product Price,Featured Products,Promotions,Coupons,Buying Page,Selling Page,Rentals Page,Menu,Scheduler,Premium Calculator,Inventory Tracking,Finance,WishList,Order Tracking,Get A Quote,Estimate Page,FB Shop,Amazon Seller,Monthly App Spend,Plan,Technologies - Ecommerce Tools,Payments
Stephen Moskowitz,90,Yes,Accounting & Bookkeeping Services,Tax Advocacy,"Jan, Feb, Mar",$1834.86k,4,Commercial,$5M - $10M,$0 - $1K,6Y - 10Y,B2B,"Winter, Valentine, Spring",No,WordPress.org,Google Analytics,-,-,-,-,-,Yes,3,-,11 to 50,0,0,0,80,No,Yes,No,No,28.568s,WordPress.org,Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,52,Yes,95,23,No,"17Y, 10M",100,Yes,157,0,Yes,76,576,Yes,Yes,Yes,98,41,"4,305",72,No,No,Yes,4,20,1,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,45,Yes,$1K - $5K,4,No,No,,No,No,No,No,No,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Butler Chrysler Dodge Jeep,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$500K - $1M,$5K - $20K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,Google Analytics,Yes,Yes,Yes,1415,4.6,Yes,-,No,1 to 10,0,-,3,20,-,Yes,No,No,911s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,119,Yes,86,30,Yes,"18Y, 5M",94,Yes,"1,518","1,924",Yes,13,468,Yes,Yes,No,-,-,-,-,-,-,Yes,696,176,77,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,510.01,-,No,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Monarch Medical Weight Loss Center,90,Yes,"Diet, Nutrition & Weight Management",Weight Loss & Control Programs,"Oct, Nov, Dec",$0.00k,7,Commercial,$2.5M - $5M,$0 - $1K,>10Y,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,26,3.4,No,-,-,11 to 50,0,0,0,50,-,Yes,No,No,98.886s,WordPress.org,Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,20,Yes,90,7,Yes,"18Y, 3M",100,Yes,"1,945",0,Yes,"1,034","2,158",Yes,Yes,Yes,-,-,-,-,No,No,Yes,258,209,132,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,870,No,No,,,No,No,No,Yes,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Cru Catering,90,Yes,Catering & Bartending Services,Caterers,"Apr, May, Jul, Dec",$909.99k,1,Commercial,$500K - $1M,$0 - $1K,-,B2C,"Spring, Memorial Day, Summer, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,79,4.8,Yes,11,No,101 to 200,0,0,0,50,-,Yes,No,No,55s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,26,Yes,95,27,Yes,"23Y, 11M",100,Yes,"2,826",626,Yes,"2,812","3,354",Yes,Yes,Yes,"1,254",560,"1,798",23,No,No,Yes,"2,071","8,283","2,582",,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,41,Yes,<$1K,0,No,No,,No,No,Yes,No,No,-,-,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Audi Gwinnett,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,"VinLens,Google Analytics",Yes,Yes,Yes,2994,4.6,Yes,1,No,11 to 50,0,0,0,80,No,Yes,Yes,No,626.252s,Not Detected,Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,95,Yes,90,24,Yes,"13Y, 8M",100,Yes,"1,680","1,394",Yes,228,"1,282",Yes,Yes,Yes,16,4,36,5,No,No,Yes,"2,064","1,693","4,661",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,No,Yes,,,No,No,No,No,-,-,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Nami Rochester,90,Yes,Organizations & Associations,Non Profit Organizations,"Oct, Nov, Dec",$5085.65k,1,Commercial,-,$1K - $5K,-,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,"WordPress.org,Amiro.CMS","Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,11,4.5,No,-,-,1 to 10,0,0,0,80,No,Yes,Yes,No,236.139s,"WordPress.org, Amiro.CMS",Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,96,Yes,95,13,Yes,"11Y, 3M",94,Yes,-,-,Yes,958,"1,507",Yes,Yes,No,-,-,-,-,-,-,Yes,589,"3,831",621,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,No,,,No,No,No,Yes,29,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-,No,-,-,Not Detected,Not Detected
Cooper Riis,90,Yes,Mental Health Services,,,,4,Commercial,$50M - $100M,$1K - $5K,>10Y,B2C,-,No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,15,3.3,No,-,-,101 to 200,0,0,0,50,-,Yes,No,No,319s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,39,Yes,81,36,Yes,"24Y, 10M",100,Yes,"4,803","1,186",Yes,"1,467","3,897",Yes,Yes,Yes,-,-,-,-,No,No,Yes,14,152,540,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,2,Yes,No,,,No,No,No,Yes,-,-,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Stripe
Mercedes-benz Of Naples,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,$0 - $1K,6Y - 10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt",Google Analytics,Yes,Yes,Yes,2557,4.7,Yes,5,No,11 to 50,-,-,1,80,No,Yes,No,No,18.134s,"Joomla, DealerOn, Bolt",Medium,No,Not Detected,Outlook,Not Detected,Not Detected,46,Yes,86,8,Yes,"17Y, 7M",100,Yes,"3,569","3,014",Yes,344,636,Yes,Yes,Yes,684,8,301,3,No,No,Yes,"3,908","46,566",885,,,,,,,,,,,,,,No,-,-,No,No,60,Yes,$1K - $5K,221,No,Yes,,,No,No,No,Yes,-,-,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Forever Foundation Repair,90,Yes,Home Improvement & Remodeling Services,Concrete Sealing & Protecting & Waterproofing,"May, Jun, Jul, Aug",$274.32k,1,Commercial,$2.5M - $5M,$1K - $5K,-,B2B & B2C,"Spring, Memorial Day, Summer",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,82,5,No,-,-,1 to 10,0,0,0,50,No,Yes,No,No,745.447s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,36,Yes,81,10,Yes,"12Y, 11M",100,Yes,735,3,Yes,20,26,Yes,Yes,Yes,37,96,33,4,No,No,Yes,0,23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,272.36,No,No,-,No,No,No,No,Yes,-,-,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Ourisman Chevrolet Of Marlow Heights,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$5K - $20K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,Google Analytics,Yes,Yes,Yes,1975,3.8,Yes,-,No,501 to 1000,0,0,0,80,No,Yes,Yes,No,1530.004s,Not Detected,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,86,Yes,81,16,Yes,"25Y, 10M",100,Yes,"2,541","2,715",Yes,175,"2,164",Yes,Yes,Yes,-,-,-,-,No,No,Yes,634,156,45,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,Yes,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Leoness Cellars,90,Yes,Liquor Stores,Wines Retail,"Jul, Aug",$1590.20k,1,Commercial,$5M - $10M,$0 - $1K,>10Y,B2C,Summer,No,WordPress.org,Google Analytics,Yes,Yes,Yes,764,4.5,No,-,-,11 to 50,0,0,0,80,No,Yes,Yes,No,3422.259s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,29,Yes,81,21,Yes,"15Y, 3M",100,Yes,"15,432","8,167",Yes,"2,804","2,138",Yes,Yes,Yes,-,-,-,-,Yes,No,Yes,"2,032","27,106","1,244",,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,Yes,No,,,No,Yes,No,Yes,-,-,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Heart Of Biddeford,90,Yes,Consultants - Business,,,,1,Commercial,$1K - $500K,$0 - $1K,>10Y,B2B,-,No,"WordPress.org,Orchard CMS",Google Analytics,Yes,Yes,Yes,6,5,No,-,-,1 to 10,0,0,0,20,-,Yes,No,No,163s,"WordPress.org, Orchard CMS",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,52,Yes,86,17,Yes,"20Y, 7M",100,Yes,"7,961",326,Yes,"1,352","3,187",Yes,Yes,Yes,6,13,16,2,No,No,Yes,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,46,No,0,0,No,No,,No,Yes,No,No,Yes,189,-,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
"Marivonne R. Essex, Essex Law Firm, P.c",90,Yes,Law - Divorce & Family,Attorneys Divorce Adoption & Family Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,1,Commercial,$1K - $500K,$0 - $1K,-,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,Google Analytics,Yes,Yes,Yes,71,4.7,Yes,5,No,1 to 10,0,0,0,80,No,Yes,No,No,239.08s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,49,Yes,86,6,Yes,"16Y, 0M",94,Yes,"2,530",8,Yes,128,208,Yes,Yes,No,-,-,-,-,-,-,Yes,1,4,1,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,41,Yes,<$1K,66.29,No,No,,No,No,Yes,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,"LawPay, SynapseFI"
Resale Select,90,Yes,Pawn Shops & Discount Stores,Clothes Charitable,"Jul, Aug, Sep",$0.00k,2,Commercial,$500K - $1M,$0 - $1K,>10Y,B2C,"Summer, Labour Day, Fall",No,WordPress.org,"Google Analytics,Hotjar",Yes,Yes,Yes,83,4.4,Yes,-,No,-,0,0,0,80,No,Yes,No,No,207.317s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,46,Yes,86,18,Yes,"25Y, 2M",94,Yes,"3,271",721,Yes,812,706,Yes,Yes,No,-,-,-,-,-,-,Yes,370,526,15,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,10,No,No,,,No,No,No,No,-,-,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Gerald Miller P.a.,90,Yes,Law - Criminal,,"Jan, Apr, Oct, Nov, Dec",$722.77k,4,Commercial,$1M - $2.5M,$1K - $5K,>10Y,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,"CrazyEgg,Google Analytics",Yes,Yes,Yes,229,4.9,Yes,-,No,1 to 10,0,0,0,80,No,Yes,No,No,4430.913s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,51,Yes,95,6,Yes,"14Y, 1M",88,Yes,544,7,Yes,39,102,Yes,Yes,Yes,0,4,0,0,No,No,No,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,70,Yes,$1K - $5K,6,No,Yes,,No,No,Yes,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Haller Enterprises,90,Yes,"Heating, Ventilation & Air Conditioning",Heating & Air Conditioning Contractors,"Apr, Jul",$833.03k,26,Commercial,$100M - $500M,$5K - $20K,>10Y,B2B,"Spring, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,1265,4.7,Yes,81,No,201 to 500,0,0,0,50,-,Yes,No,No,225s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,84,Yes,81,38,Yes,"25Y, 8M",100,Yes,"9,323",0,Yes,491,"1,377",Yes,Yes,Yes,6,5,33,5,No,No,Yes,851,859,402,1981,Yes,"Ductless Mini-split Heating - Install or Replace, Central A/C Install, Gas Boiler or Radiator Heat Install, Heat Pump Install, Oil Furnace - Install, Geothermal Heating or Cooling Install, Electric Furnace - Install, Ductless Mini-split A/C Install",Array,83,-,-,-,-,-,-,-,-,No,-,-,No,No,45,Yes,$1K - $5K,13,No,No,Yes,No,Yes,Yes,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
The River Project,90,Yes,Consultants - Environment,Environmental & Ecological Services,,,5,Residential,$1K - $500K,$0 - $1K,>10Y,B2B,-,No,WordPress.org,"CrazyEgg,Google Analytics",Yes,No,Yes,22,4.6,Yes,1,No,1 to 10,0,0,0,80,No,Yes,Yes,No,218.768s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,54,Yes,90,0,Yes,"25Y, 6M",94,Yes,941,"16,028",Yes,199,341,Yes,Yes,No,-,-,-,-,-,-,Yes,733,"2,502",445,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,6,Yes,No,,,No,Yes,No,No,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Modern Hyundai Of Concord,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,WordPress.org,"Google Analytics,Clicky",Yes,Yes,Yes,1608,4.4,Yes,11,Yes,11 to 50,-,-,7,50,No,Yes,Yes,No,344.822s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,78,Yes,86,8,Yes,"17Y, 11M",100,Yes,"1,319","2,009",Yes,190,"1,484",Yes,Yes,Yes,0,28,19,1,No,No,Yes,565,111,18,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,Yes,,,No,Yes,No,Yes,-,-,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,-,-,Not Detected,SynapseFI
Divorce & Mediation Law Firm Cabanas Law Firm,90,Yes,Law - Divorce & Family,Attorneys Divorce Adoption & Family Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,3,Commercial,$500K - $1M,$1K - $5K,-,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,"Quantcast,Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,257,4.4,Yes,2,No,11 to 50,-,-,1,30,Yes,Yes,Yes,No,1196.887s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,53,Yes,81,8,Yes,"16Y, 11M",100,Yes,"36,188",3,Yes,32,678,Yes,Yes,Yes,-,-,-,-,No,No,Yes,"1,056",768,526,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,56,Yes,<$1K,1,No,Yes,,No,No,No,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Kennewick Dental,90,Yes,Dentists,,"Jan, Mar, Jun, Aug",$730.00k,2,Commercial,$1K - $500K,$1K - $5K,-,B2C,"Winter, Spring, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,467,4.9,Yes,-,No,1 to 10,0,0,0,50,No,Yes,Yes,No,992.649s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,35,Yes,95,6,Yes,"11Y, 9M",82,Yes,"1,152",136,Yes,"1,497","1,848",No,Yes,Yes,3,4,36,1,No,No,Yes,6,88,29,,,,,,,,,,,,,,No,-,-,No,No,41,-,-,-,No,No,,,Yes,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Killeen Ford,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$25M - $50M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"WordPress.org,Jazel","Google Analytics,Matomo ,Google Analytics 4 (GA4)",Yes,Yes,Yes,3028,4.2,No,-,-,201 to 500,0,0,0,80,No,Yes,Yes,No,724.437s,"WordPress.org, Jazel",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,102,Yes,100,-,Yes,"19Y, 0M",94,Yes,-,-,Yes,55,166,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,No,,,No,No,No,Yes,-,-,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,-,-,-,Not Detected,Not Detected
Sloan Firm,90,Yes,Law - Personal Injury & Property Damage,Attorneys Accident Personal Injury & Property Damage Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,4,Commercial,$1K - $500K,$1K - $5K,>10Y,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,259,4.9,No,-,-,11 to 50,-,-,1,20,Yes,Yes,Yes,No,8536.243s,Not Detected,Medium,Yes,YouTube,Outlook,Not Detected,Not Detected,56,Yes,81,10,Yes,"16Y, 3M",100,Yes,"2,688",3,Yes,-,-,Yes,Yes,Yes,-,-,-,-,No,No,Yes,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,55,Yes,<$1K,0,No,No,,No,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
"Dr. Daniel A. Del Vecchio, Md",90,Yes,Physicians - Plastic & Cosmetic Surgery,,"Feb, Mar, Aug",$2088.77k,1,Commercial,$1K - $500K,$1K - $5K,-,B2C,"Valentine, Winter, Spring, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,68,3.8,No,-,-,1 to 10,0,0,0,20,-,Yes,Yes,Yes,0s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,59,Yes,95,-,Yes,"25Y, 6M",82,Yes,69,22,Yes,463,359,Yes,No,Yes,-,-,120,8,No,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,3,-,No,,,No,No,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-,-,-,Not Detected,Not Detected
Miller Zell,90,Yes,Contractors - Computer,Internet Web Site Design & Development,"Oct, Nov, Dec",$1016.25k,4,Commercial,$50M - $100M,$5K - $20K,>10Y,B2B,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,56,4.5,No,-,-,201 to 500,0,0,0,20,-,Yes,No,No,126.691s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,40,Yes,90,39,Yes,"27Y, 2M",100,Yes,"10,570",325,Yes,"8,973","7,154",Yes,Yes,Yes,27,0,147,1,No,No,Yes,23,"5,179",11,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,148.48,Yes,No,,,Yes,No,No,No,-,-,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Zaibak Center For Dentistry,90,Yes,Dentists,,"Jan, Mar, Jun, Aug",$730.00k,1,Commercial,-,$0 - $1K,-,B2C,"Winter, Spring, Summer",No,,Google Analytics,Yes,Yes,Yes,431,4.7,Yes,-,No,-,0,0,0,80,No,Yes,Yes,No,971.931s,Not Detected,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,31,Yes,86,6,Yes,"18Y, 2M",94,Yes,"17,509",965,Yes,"1,914","3,094",Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,Yes,Yes,50,Yes,$1K - $5K,7,No,No,,,No,No,No,Yes,-,-,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Clark Chiropractic Clinic Pc,90,Yes,Chiropractors,,,,1,Commercial,$1K - $500K,-,-,B2C,-,No,SiteEdit,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,37,4.5,Yes,28,-,1 to 10,0,0,0,80,No,Yes,No,No,744.461s,SiteEdit,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,131,Yes,95,5,Yes,"10Y, 11M",82,Yes,617,505,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,No,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,174.89,No,No,,,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
"The Admiral Hotel, Downtown",90,Yes,"Hotels, Motels, & Lodging",Hotels,"Jun, Jul, Aug",$1237.68k,1,Commercial,$2.5M - $5M,> $500K,-,B2C,Summer,No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,1573,4.2,No,-,-,11 to 50,0,0,0,80,No,Yes,No,No,59s,WordPress.org,Medium,No,YouTube,Gmail,Not Detected,Not Detected,21,Yes,86,21,Yes,"9Y, 10M",100,Yes,239,941,Yes,0,3,Yes,Yes,Yes,-,-,-,-,No,No,Yes,17,43,49,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,80,No,No,,,No,Yes,No,No,-,-,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Hazard Control Technologies,90,Yes,Fire Protection Systems & Services,,,,1,Commercial,$2.5M - $5M,$0 - $1K,>10Y,B2B & B2C,-,No,WordPress.org,Google Analytics,Yes,Yes,Yes,5,3.8,No,-,-,11 to 50,0,0,0,80,No,Yes,Yes,Yes,0s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,23,Yes,90,-,Yes,"25Y, 2M",94,Yes,"1,330",39,Yes,180,355,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,84.1,No,No,,,No,No,No,No,-,-,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-,-,-,Not Detected,Not Detected
Gunther Mazda,90,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,,Yes,Yes,Yes,5668,4.6,Yes,-,No,51 to 100,-,-,1,50,No,Yes,Yes,No,186s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,-,Yes,86,6,Yes,"26Y, 8M",100,Yes,"5,093","2,002",Yes,360,"2,042",Yes,Yes,Yes,-,-,-,-,No,No,Yes,9,17,2,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,90,Yes,Yes,,,Yes,Yes,No,Yes,-,-,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Fitzpatrick Painting Inc,90,Yes,Contractors - Painting,Painters,,,4,Commercial,$5M - $10M,$0 - $1K,-,B2B & B2C,-,No,sNews,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,1021,4.8,Yes,2,No,-,0,-,2,80,No,Yes,No,No,204.184s,sNews,Medium,No,YouTube,"Gmail, Outlook",Not Detected,Not Detected,60,Yes,81,23,Yes,"19Y, 6M",100,Yes,"1,615",92,Yes,-,-,Yes,Yes,Yes,-,-,495,13,No,No,Yes,516,831,113,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,<$1K,1,Yes,No,-,No,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
